,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,average_salary,total_sale,turn_over_rate
2006,교학사,0.14332632902663298,0.43513262394573915,0.10739706576332136,0.05194426147365611,0.009477520076016325,0.9558280289204456,0.023655350854955064,0.0070614542230719056,0.006691814367792335,0.006763351633735255,2723.0,329.1,0.86
2007,지학사,0.13124862587263342,0.16215473499602936,0.29237984461527194,0.11109586309265039,0.01999725119032931,0.8826453317166293,0.028796847747417698,0.007792374552806901,0.007102331620608882,0.00721166847429086,4226.0,415.1,0.19
2008,키스톤마케팅컴퍼니,0.5837497097717492,0.036701188410501004,0.01251259247576103,0.0060507402317935615,0.002313389163482528,0.8584112018083467,0.025078868873631126,0.006695408218640345,0.006082726440713323,0.006143672256493591,4211.0,133.2,0.46
2009,상화,0.5287356432803031,0.060594160453685514,0.018982443525575526,0.009387684138234714,0.0035845682881075263,5.864621335385587e-307,2.535718293670158e-307,3.249417045263997e-307,4.7680910806550966e-307,1.0,4889.0,118.9,0.28
2010,예림당,4.484966809797274e-307,6.432923354546141e-307,4.823736705443256e-307,1.0,5.418838912387188e-308,0.7998566696533682,0.0381905899319625,0.009626902550300114,0.008551124462862887,0.008721349484565783,4719.0,158.7,0.14
2011,와이비엠,0.9020355037683268,0.061252807494767414,0.02178175837307412,0.010632859665516713,0.00429707069831505,1.0,1.2156349797786797e-307,3.1088047493852773e-308,2.783019165233313e-308,2.8177610070017077e-308,4336.0,1164.1,0.23
2012,양유,0.052962039163746547,0.04338324851130198,0.041224119488277366,0.0341516608534658,0.8282789319832085,5.8749192779829456e-307,2.53422159758373e-307,3.2168690074229116e-307,4.250592972723214e-307,1.0,3824.0,49.0,0.12
2013,삼성출판사,0.5466041065420465,0.08179313638174843,0.022379019826623672,0.011103715172747802,0.0038683297774996833,0.9183688661965023,0.024391916708736337,0.007196023361429143,0.0067927705347828275,0.006842892155021258,3403.0,562.2,0.38
2014,머니투데이,0.5334351777409566,0.053453703005189306,0.0169268854670512,0.008189687355969264,0.0030501803124539403,0.8417159581162605,0.022983197318307565,0.006149548811110614,0.005587188558595521,0.0056570824383398895,6032.0,687.7,0.14
2015,비욘드마케팅그룹,0.752003201507251,0.08726856990873216,0.02604962379173608,0.012481879152072137,0.0045335783794229305,1.0,2.9854802882359475e-307,6.13082283481324e-308,5.102618428856864e-308,4.974802517841409e-308,3647.0,225.5,0.08
2016,모티브플럭스인터렉티브,0.08716673312200204,0.07078850718038146,0.06334775239291034,0.051895730341401256,0.3166403417305182,0.7717765868512534,0.02732071493395049,0.0070755115050633284,0.006357180901644728,0.006455022586173627,3975.0,24.0,0.41
2017,토이온,0.12026390433100231,0.11619677837355685,0.1535797209500867,0.16592144127590336,0.03610824278493474,0.1096104415587039,0.04695209334318849,0.05763323877128625,0.11136757950031316,0.40158953235210015,4145.0,62.8,2.63
2018,메이비원,0.7354323527083764,0.12517795401904294,0.03071062607164026,0.014566638887478604,0.0051140138584738586,0.8117864833535734,0.03537997719810894,0.008984127727812579,0.008035513316595539,0.008101341171074227,2985.0,86.4,0.41
2019,씨제이파워캐스트,2.576905686447635e-307,2.064552957562031e-307,1.8551131427662226e-307,1.4557628878520041e-307,1.0,0.28157525288700735,0.14282187008831213,0.1250812431943604,0.19833947289223286,0.10249030604278822,2684.0,2839.3,1.18
2020,바이널아이,0.08239223576919455,0.06780086873307811,0.06500695657658093,0.054609265724890076,0.6768853041344317,0.16427773229921702,0.07677155896590168,0.0731365745211781,0.18431165622402418,0.07098498138033654,5104.0,89.0,0.43
2021,타라그래픽스,1.0,2.139287162280177e-307,7.025968711198247e-308,3.429062135258613e-308,1.317902724440592e-308,0.8430186316884319,0.016505867534731277,0.004760481646917623,0.004449724275328511,0.0044960076323451205,2185.0,234.0,1.21
2022,오로라월드,0.5611011806836878,0.13446822752310333,0.030930254126878498,0.014274759349042355,0.004778277680445647,0.11699029508803763,0.05263287397513031,0.07919256859487525,0.08033768327085443,0.396085382276803,4355.0,1199.4,0.28
2023,성우애드컴,0.014806586481371774,0.01188108022982154,0.010578426938209248,0.008377558844271868,0.9543563475063255,0.7695944009071263,0.06348776156072725,0.01379183407489658,0.01170975569137367,0.011921021668201814,2016.0,106.9,1.46
2024,아이디어키,0.5440301600556647,0.055635767472487815,0.018763404530608048,0.009186380549515483,0.0035749358354808134,0.7391900956521303,0.0384419577610628,0.009471227736968263,0.008367130272384574,0.008539901428850584,3152.0,121.5,0.66
2025,이피피엔,1.0,4.869309546656179e-307,1.144421994472119e-307,5.339247999871527e-308,1.7961336067373705e-308,0.17347487430937364,0.11803691079943825,0.5138619927824369,0.05467746748119339,0.057359067877759795,3416.0,21.5,1.32
2026,퍼니플럭스엔터테인먼트,0.6957162306604818,0.05021871867041433,0.016090168341800205,0.007925824583917803,0.0030105302942217936,1.0,5.3600682548975e-308,1.5707777828529207e-308,1.476495373225319e-308,1.4945550066934926e-308,4534.0,179.8,0.23
2027,스마일코리아,0.7152874280515378,0.09378693091326715,0.022246289065218514,0.01044430398013706,0.003520737463290719,0.45921282502010874,0.2828585406016987,0.04690290687583837,0.03108847010233781,0.031364752936905514,3500.0,81.8,0.93
2028,한샘이유지,1.0,6.657018214352867e-307,1.3213431196775215e-307,6.332894338174653e-308,2.0273666784974355e-308,0.14930656262766415,0.07918873105158199,0.3394067230777831,0.10636210036619145,0.10998316189100357,4232.0,107.3,0.15
2029,트레져헌터,0.540276475603131,0.1313302153085857,0.028390251728785017,0.013337708353098335,0.004392652031367066,0.3182009718713542,0.16033708419340836,0.02391686861550008,0.017023428000158342,0.017346541965499836,3577.0,253.5,0.61
2030,에이클라엔터테인먼트,0.5581918248768344,0.12848322016818559,0.028633826315730124,0.01360017846029413,0.004413014652468123,0.9387799724843016,0.0357038358503716,0.009128598229256102,0.008179865084899764,0.008207728351171346,4421.0,946.9,0.8
2031,넥서스,0.132169487438642,0.1799553248905518,0.18651436882787548,0.18658813921346928,0.018003400538563853,0.7110639946541971,0.026138569769824285,0.007086404932550149,0.006463336283609968,0.006569069597905822,3757.0,71.2,0.4
2032,롯데컬처웍스,0.5694795922655133,0.05872140079866866,0.01853248184020624,0.009126743020369438,0.0033994484927031255,0.8412375671311683,0.018114473335626678,0.00524343307148755,0.004909487710176171,0.004960026749859109,2039.0,2180.1,1.32
2033,제이콘텐트리,0.3752006203278862,0.22531837875979832,0.03790737371732385,0.01864229853751927,0.006225211558610005,1.0,2.2399270279146835e-307,4.77142216576481e-308,4.0392465409549203e-308,4.0989471097938763e-308,6138.0,733.8,0.3
2034,포스트비쥬얼,0.1388178579773044,0.1868486270410748,0.17804140647197547,0.20355985723560988,0.01818764120933489,0.18066577422522967,0.3677564170197595,0.039709290713065684,0.02197788135437737,0.02328004879820229,3613.0,105.8,1.26
2035,비책,0.1289709011781087,0.257451438575503,0.10339857585265941,0.08554346099982674,0.011467925518198667,0.2591873787011962,0.18597915584998345,0.2729803904351856,0.07668402521556202,0.07056642401617888,4028.0,33.9,0.59
2036,위즈덤하우스,0.16479505445470166,0.5531776784823288,0.11052889905980101,0.04372106063008485,0.009504639961267804,0.8877040001230776,0.048838190117503594,0.011880924348132047,0.010493006955357626,0.01056974525439695,5003.0,377.1,0.22
